date,produit,quantité,prix_unitaire,client_id
2023-03-04,Imprimante,2,1156.39,152
2023-01-04,Ordinateur,1,1063.86,330
2023-10-31,Smartphone,4,829.93,158
2023-02-08,Souris,1,239.09,372
2023-11-29,Clavier,1,119.67,361
2023-09-07,Imprimante,3,423.83,85
2023-07-05,Casque,1,162.32,374
2023-04-12,Écran,3,1484.04,153
2023-02-06,Imprimante,3,335.39,467
2023-11-07,Souris,2,695.99,377
2023-07-24,Smartphone,4,1245.98,49
2023-04-06,Imprimante,3,138.56,268
2023-04-06,Ordinateur,4,904.23,121
2023-05-18,Casque,3,954.66,130
2023-04-21,Ordinateur,2,753.47,208
2023-05-06,Imprimante,1,1076.46,148
2023-08-15,Casque,1,1109.18,166
2023-04-01,Écran,4,1254.89,448
2023-04-18,Imprimante,2,986.4,392
2023-04-12,Souris,3,1323.63,396
2023-09-09,Clavier,3,1054.85,473
2023-05-03,Écran,2,560.91,292
2023-07-28,Casque,4,1359.07,125
2023-05-23,Ordinateur,2,172.41,176
2023-05-14,Casque,1,561.42,55
2023-03-03,Écran,1,292.42,487
2023-10-02,Écran,2,387.74,379
2023-03-04,Imprimante,3,438.01,273
2023-06-04,Casque,2,369.68,329
2023-05-30,Écran,2,1080.07,304
2023-11-29,Écran,4,96.19,331
2023-01-15,Ordinateur,1,107.34,84
2023-08-11,Casque,2,238.0,477
2023-03-22,Smartphone,1,1154.36,314
2023-05-07,Casque,3,365.24,229
2023-04-06,Souris,1,449.46,437
2023-08-09,Souris,2,1315.06,260
2023-07-13,Casque,1,222.8,337
2023-12-10,Ordinateur,1,266.99,119
2023-03-02,Ordinateur,4,1449.44,204
2023-08-09,Imprimante,1,16.37,395
2023-07-08,Clavier,1,392.09,376
2023-03-13,Écran,1,338.1,46
2023-05-05,Clavier,1,854.54,178
2023-08-29,Casque,2,877.66,113
2023-02-22,Casque,1,1011.85,145
2023-05-30,Smartphone,2,206.68,436
2023-04-06,Casque,1,327.57,282
2023-12-09,Souris,3,1360.7,195
2023-11-16,Casque,2,1059.46,374
2023-03-07,Clavier,3,774.96,392
2023-08-09,Écran,3,1413.03,299
2023-10-27,Smartphone,4,774.44,91
2023-02-04,Ordinateur,1,530.38,1
2023-07-04,Smartphone,2,846.75,156
2023-11-16,Souris,3,1481.24,470
2023-09-24,Smartphone,3,602.87,445
2023-09-19,Imprimante,3,1282.28,204
2023-06-04,Ordinateur,2,217.73,67
2023-10-02,Imprimante,2,106.2,123
2023-03-05,Clavier,1,605.41,414
2023-06-10,Écran,2,215.08,182
2023-07-03,Casque,3,1184.29,358
2023-03-16,Smartphone,4,85.12,393
2023-05-20,Souris,2,1192.03,214
2023-05-04,Smartphone,2,481.42,214
2023-06-08,Casque,2,1432.69,499
2023-12-20,Clavier,3,1107.13,20
2023-08-25,Ordinateur,1,765.97,319
2023-08-13,Casque,1,1395.45,41
2023-04-30,Ordinateur,2,247.31,121
2023-01-18,Ordinateur,3,307.75,52
2023-08-04,Imprimante,4,1167.93,226
2023-06-27,Ordinateur,1,1477.2,382
2023-01-10,Casque,3,478.86,261
2023-10-31,Ordinateur,4,1293.98,221
2023-11-24,Souris,2,548.93,387
2023-08-03,Souris,2,159.64,207
2023-04-05,Ordinateur,1,508.47,244
2023-11-20,Écran,2,1466.36,282
2023-12-15,Ordinateur,1,744.14,349
2023-06-27,Smartphone,3,729.21,97
2023-09-08,Imprimante,2,276.5,374
2023-01-05,Souris,3,611.73,447
2023-04-12,Écran,2,733.45,80
2023-03-07,Casque,3,172.36,396
2023-11-07,Écran,2,1196.14,149
2023-12-18,Casque,3,1299.41,320
2023-12-09,Imprimante,3,794.37,399
2023-10-26,Imprimante,1,331.13,90
2023-03-04,Casque,4,81.81,33
2023-12-08,Ordinateur,1,624.4,296
2023-08-23,Clavier,3,338.39,33
2023-02-16,Clavier,1,215.5,45
2023-06-08,Ordinateur,4,295.83,329
2023-07-15,Imprimante,2,463.65,328
2023-04-18,Clavier,4,234.14,381
2023-04-17,Clavier,3,521.22,224
2023-12-17,Casque,4,834.38,239
2023-02-25,Casque,1,860.01,105
2023-10-19,Ordinateur,3,1119.33,41
2023-10-18,Écran,3,411.49,157
2023-12-23,Clavier,1,799.92,263
2023-04-16,Smartphone,4,802.37,363
2023-05-21,Imprimante,4,1278.85,362
2023-04-24,Imprimante,2,1443.29,120
2023-03-11,Smartphone,2,852.86,244
2023-10-13,Casque,2,993.09,415
2023-11-26,Écran,3,290.53,356
2023-07-25,Ordinateur,4,1276.18,358
2023-03-20,Écran,1,478.26,413
2023-01-20,Ordinateur,1,1177.28,208
2023-07-08,Smartphone,2,423.45,423
2023-09-20,Ordinateur,4,209.71,296
2023-12-26,Ordinateur,2,1041.4,212
2023-06-04,Écran,2,1489.33,468
2023-05-22,Ordinateur,2,1070.87,122
2023-09-08,Casque,4,553.16,388
2023-02-02,Ordinateur,1,1295.23,301
2023-05-18,Imprimante,4,513.14,151
2023-08-08,Casque,1,845.66,178
2023-05-04,Écran,2,205.8,259
2023-07-15,Smartphone,1,38.56,317
2023-09-18,Souris,4,200.01,3
2023-07-13,Casque,2,1057.84,234
2023-12-26,Ordinateur,3,197.62,467
2023-12-09,Imprimante,1,94.0,63
2023-08-30,Smartphone,2,887.72,487
2023-04-14,Souris,1,1315.45,333
2023-11-13,Ordinateur,3,1116.05,124
2023-12-20,Souris,2,1194.84,46
2023-12-12,Souris,1,1381.94,223
2023-04-24,Smartphone,4,878.19,476
2023-10-18,Souris,3,1137.07,356
2023-04-27,Écran,4,1495.23,169
2023-06-10,Souris,3,304.18,254
2023-04-02,Ordinateur,4,1295.22,433
2023-04-30,Clavier,1,1312.88,340
2023-10-02,Souris,3,1054.36,247
2023-06-26,Écran,4,333.29,275
2023-07-13,Clavier,4,304.94,267
2023-03-28,Casque,3,978.18,346
2023-12-07,Clavier,2,1410.49,263
2023-02-11,Écran,2,1258.06,488
2023-12-19,Souris,1,814.16,94
2023-06-27,Clavier,3,1397.59,104
2023-05-27,Clavier,1,887.16,167
2023-01-15,Ordinateur,4,924.59,124
2023-04-02,Clavier,1,897.03,312
2023-01-22,Smartphone,3,1105.67,40
2023-11-07,Souris,1,1232.94,241
2023-08-14,Souris,1,621.8,98
2023-02-04,Souris,4,751.12,358
2023-05-28,Souris,1,438.68,498
2023-11-23,Smartphone,3,292.31,186
2023-11-07,Smartphone,4,437.47,306
2023-10-27,Écran,4,743.98,406
2023-04-04,Clavier,4,622.82,359
2023-02-18,Imprimante,1,403.89,357
2023-12-08,Ordinateur,3,1345.07,335
2023-01-27,Clavier,4,968.13,311
2023-12-26,Écran,4,1214.11,73
2023-05-25,Souris,4,1389.09,96
2023-07-16,Écran,4,716.18,49
2023-02-10,Imprimante,4,11.3,319
2023-03-14,Imprimante,3,1032.08,213
2023-06-26,Casque,2,295.72,114
2023-11-30,Souris,3,1407.41,275
2023-07-09,Imprimante,2,1253.13,465
2023-04-18,Souris,4,218.83,351
2023-04-23,Ordinateur,4,552.38,205
2023-06-02,Ordinateur,4,1155.4,227
2023-09-13,Imprimante,3,210.65,86
2023-10-27,Ordinateur,4,550.16,423
2023-10-17,Casque,3,892.97,343
2023-07-16,Souris,3,40.96,452
2023-11-28,Casque,2,197.83,344
2023-07-01,Casque,3,246.95,257
2023-01-02,Ordinateur,1,123.56,125
2023-08-15,Ordinateur,4,1067.87,278
2023-11-01,Imprimante,2,797.93,167
2023-09-28,Écran,3,499.87,145
2023-05-20,Écran,1,249.44,172
2023-12-15,Écran,1,967.38,377
2023-05-15,Écran,3,1410.19,170
2023-01-19,Ordinateur,3,581.54,392
2023-11-25,Ordinateur,4,991.89,66
2023-06-06,Souris,2,600.78,195
2023-12-11,Imprimante,1,369.37,419
2023-10-25,Casque,3,1301.13,376
2023-05-14,Souris,4,197.18,378
2023-10-16,Casque,4,106.93,141
2023-07-12,Casque,2,1399.58,3
2023-07-15,Smartphone,3,446.24,46
2023-12-13,Clavier,3,878.73,184
2023-05-13,Ordinateur,3,235.53,32
2023-05-07,Écran,1,96.88,370
2023-12-20,Smartphone,4,326.53,402
2023-05-15,Imprimante,2,831.82,364
2023-11-24,Clavier,4,683.86,42
2023-02-06,Casque,1,239.14,204
2023-07-11,Clavier,4,41.08,498
2023-02-16,Casque,4,1338.34,239
2023-10-19,Clavier,3,1309.91,205
2023-11-21,Souris,3,584.3,423
2023-01-18,Écran,4,577.56,346
2023-10-20,Écran,3,655.47,451
2023-07-02,Écran,3,1369.67,298
2023-02-01,Écran,3,1472.16,296
2023-10-30,Imprimante,1,804.32,265
2023-08-06,Casque,2,331.32,227
2023-10-07,Ordinateur,1,357.05,499
2023-04-05,Clavier,2,386.3,232
2023-04-10,Smartphone,3,980.28,15
2023-01-06,Smartphone,3,469.33,466
2023-11-01,Clavier,3,505.4,297
2023-08-30,Clavier,2,870.18,192
2023-08-05,Souris,1,1336.54,261
2023-06-28,Casque,1,936.92,282
2023-09-25,Smartphone,4,934.42,459
2023-08-23,Smartphone,3,232.52,96
2023-05-24,Smartphone,2,1126.42,296
2023-08-14,Smartphone,2,265.37,350
2023-05-04,Smartphone,3,957.14,36
2023-06-11,Casque,4,1140.7,128
2023-05-12,Casque,4,166.05,363
2023-03-21,Smartphone,2,1366.1,22
2023-12-31,Casque,3,727.76,13
2023-02-09,Souris,1,1451.58,242
2023-03-07,Smartphone,4,1151.21,104
2023-02-27,Clavier,1,722.23,347
2023-05-29,Casque,2,137.41,281
2023-01-12,Ordinateur,2,501.43,65
2023-07-13,Smartphone,2,64.28,98
2023-04-09,Smartphone,3,1203.82,470
2023-04-05,Smartphone,3,359.89,165
2023-10-07,Souris,3,954.08,321
2023-10-14,Écran,1,900.16,210
2023-05-22,Écran,3,1241.4,148
2023-01-04,Ordinateur,1,1265.94,270
2023-02-13,Imprimante,4,94.45,325
2023-01-17,Clavier,2,1066.95,303
2023-05-17,Smartphone,4,830.68,169
2023-03-31,Clavier,2,1316.3,253
2023-07-25,Smartphone,4,946.05,445
2023-08-16,Souris,3,356.33,138
2023-09-04,Écran,4,637.89,131
2023-06-26,Imprimante,2,968.61,305
2023-11-02,Casque,2,868.85,355
2023-10-19,Casque,2,761.7,397
2023-03-24,Smartphone,1,139.76,91
2023-10-05,Souris,2,572.51,325
2023-10-19,Ordinateur,2,1470.63,267
2023-05-19,Clavier,3,1322.58,230
2023-09-10,Smartphone,3,719.73,208
2023-05-12,Clavier,2,754.88,38
2023-04-22,Imprimante,4,1107.54,262
2023-11-20,Casque,2,1105.41,377
2023-07-12,Smartphone,2,255.46,255
2023-04-17,Smartphone,3,1461.75,170
2023-07-15,Casque,4,279.95,329
2023-01-07,Ordinateur,4,325.87,337
2023-12-31,Clavier,3,193.06,5
2023-01-27,Smartphone,3,1266.5,170
2023-11-30,Souris,1,702.11,168
2023-06-15,Imprimante,4,91.32,165
2023-10-20,Écran,4,561.1,287
2023-01-15,Clavier,1,806.91,4
2023-05-24,Casque,4,1360.44,395
2023-01-17,Imprimante,1,724.04,366
2023-02-15,Clavier,2,489.65,80
2023-11-17,Ordinateur,1,1091.51,287
2023-01-30,Écran,2,408.72,466
2023-07-15,Écran,3,69.02,244
2023-03-15,Ordinateur,2,1044.69,246
2023-11-01,Ordinateur,2,1105.67,86
2023-02-28,Écran,1,104.14,295
2023-01-26,Écran,3,874.62,480
2023-06-11,Ordinateur,1,1053.09,499
2023-06-10,Clavier,3,1297.03,294
2023-05-13,Clavier,2,254.64,294
2023-07-08,Imprimante,4,1148.26,351
2023-02-03,Écran,2,19.59,348
2023-11-24,Souris,3,1003.89,454
2023-07-20,Smartphone,2,855.23,307
2023-06-21,Casque,2,783.98,184
2023-10-06,Clavier,4,1296.79,147
2023-02-15,Souris,1,974.28,275
2023-10-19,Ordinateur,4,1063.65,233
2023-03-07,Imprimante,2,1305.01,359
2023-12-01,Clavier,3,460.63,341
2023-05-30,Casque,1,779.42,490
2023-02-04,Ordinateur,4,711.66,412
2023-12-22,Smartphone,2,740.92,360
2023-11-12,Ordinateur,3,215.49,491
2023-08-01,Clavier,1,1225.07,187
2023-08-12,Ordinateur,3,1409.29,149
2023-11-19,Imprimante,4,1084.25,201
2023-02-13,Casque,3,13.28,90
2023-02-18,Souris,4,128.31,225
2023-04-09,Imprimante,1,416.87,357
2023-11-21,Ordinateur,2,957.44,126
2023-07-22,Smartphone,1,1273.84,326
2023-12-13,Smartphone,4,1048.57,399
2023-10-15,Casque,3,724.55,370
2023-01-10,Imprimante,1,84.9,57
2023-06-13,Imprimante,1,1175.99,162
2023-05-26,Imprimante,4,1496.12,131
2023-06-07,Imprimante,4,73.11,65
2023-07-14,Casque,1,650.28,123
2023-05-10,Clavier,3,603.38,300
2023-04-23,Clavier,1,739.07,400
2023-04-09,Écran,4,1272.98,302
2023-09-23,Souris,3,1494.44,356
2023-03-29,Souris,1,93.4,143
2023-10-03,Écran,4,746.67,390
2023-01-04,Écran,2,652.43,13
2023-10-25,Casque,1,348.36,137
2023-10-30,Casque,4,1330.03,486
2023-10-26,Souris,2,412.52,93
2023-07-23,Souris,1,601.21,28
2023-05-03,Ordinateur,2,835.22,241
2023-11-10,Clavier,2,339.78,158
2023-07-13,Casque,1,692.92,35
2023-01-16,Smartphone,4,986.53,442
2023-12-23,Ordinateur,2,939.96,473
2023-02-26,Imprimante,3,488.33,8
2023-04-30,Imprimante,4,822.48,406
2023-11-28,Écran,2,630.66,362
2023-05-31,Imprimante,3,477.21,488
2023-07-12,Souris,1,872.68,149
2023-09-06,Imprimante,1,268.86,451
2023-12-10,Casque,3,470.61,54
2023-07-26,Clavier,4,761.23,443
2023-07-12,Clavier,2,572.34,113
2023-07-09,Clavier,2,73.18,405
2023-05-04,Casque,3,777.75,236
2023-04-28,Ordinateur,4,238.33,51
2023-06-14,Casque,4,932.53,151
2023-11-19,Ordinateur,4,1271.15,122
2023-11-21,Souris,1,1414.26,391
2023-01-21,Casque,1,879.29,146
2023-07-20,Smartphone,4,995.2,333
2023-10-26,Imprimante,4,554.54,472
2023-01-21,Imprimante,2,1199.21,239
2023-08-18,Smartphone,1,537.21,136
2023-06-16,Casque,2,1058.07,66
2023-10-21,Imprimante,2,1052.44,12
2023-12-08,Imprimante,1,1459.37,80
2023-08-12,Imprimante,4,270.84,99
2023-10-10,Imprimante,1,787.7,68
2023-12-30,Souris,4,1027.45,305
2023-09-02,Écran,3,235.93,421
2023-10-28,Imprimante,1,906.77,422
2023-04-17,Écran,2,1270.91,478
2023-01-28,Ordinateur,4,1056.41,357
2023-07-22,Imprimante,2,955.42,178
2023-05-14,Ordinateur,4,604.74,203
2023-02-20,Imprimante,2,550.95,218
2023-06-23,Clavier,2,513.94,120
2023-08-11,Écran,3,339.2,174
2023-12-11,Ordinateur,4,896.81,292
2023-04-21,Casque,2,1402.6,72
2023-02-19,Souris,2,1061.72,334
2023-03-14,Ordinateur,3,525.92,397
2023-01-24,Ordinateur,4,138.75,243
2023-08-19,Casque,2,570.86,418
2023-12-18,Smartphone,4,546.96,70
2023-04-17,Écran,3,329.95,16
2023-02-19,Ordinateur,3,490.03,136
2023-09-18,Casque,2,16.17,465
2023-03-30,Casque,3,131.18,173
2023-01-14,Ordinateur,2,766.01,212
2023-05-11,Casque,2,718.48,413
2023-08-21,Souris,3,1051.58,122
2023-04-11,Ordinateur,3,97.12,233
2023-03-18,Casque,4,887.86,352
2023-09-01,Smartphone,3,1289.74,314
2023-10-25,Ordinateur,2,1254.28,498
2023-05-11,Clavier,4,1109.67,210
2023-03-01,Casque,3,12.83,47
2023-08-13,Clavier,2,943.79,125
2023-01-16,Casque,3,536.6,235
2023-01-11,Clavier,1,1353.01,188
2023-11-16,Souris,1,1416.75,372
2023-02-05,Souris,1,475.38,157
2023-08-09,Smartphone,1,467.95,473
2023-08-01,Ordinateur,1,1064.62,261
2023-05-22,Écran,4,501.39,380
2023-02-04,Smartphone,3,1168.41,257
2023-11-10,Imprimante,2,684.78,124
2023-03-02,Imprimante,1,20.26,266
2023-10-05,Écran,3,1191.43,395
2023-03-28,Smartphone,3,396.05,410
2023-09-19,Casque,4,366.33,331
2023-02-16,Imprimante,2,548.27,398
2023-03-19,Ordinateur,2,661.84,401
2023-12-02,Casque,1,1480.18,201
2023-10-24,Ordinateur,4,963.93,299
2023-05-10,Clavier,2,1269.21,45
2023-03-03,Ordinateur,2,758.69,407
2023-07-18,Écran,4,1232.27,425
2023-05-01,Smartphone,1,1058.54,269
2023-12-18,Écran,2,720.85,491
2023-05-23,Écran,3,457.47,50
2023-09-18,Clavier,1,513.4,7
2023-10-20,Écran,2,99.12,443
2023-06-20,Casque,3,412.15,125
2023-11-23,Imprimante,1,226.15,269
2023-09-13,Imprimante,4,1402.89,71
2023-03-27,Écran,4,1188.3,190
2023-04-29,Smartphone,2,1485.33,382
2023-07-03,Ordinateur,2,1203.11,411
2023-09-15,Souris,4,1339.42,209
2023-08-13,Imprimante,3,1119.59,96
2023-09-16,Imprimante,4,381.9,315
2023-01-11,Imprimante,4,1104.59,65
2023-12-15,Imprimante,3,675.32,302
2023-08-12,Smartphone,1,312.45,168
2023-10-17,Clavier,3,1311.24,209
2023-10-08,Écran,4,464.44,288
2023-12-12,Écran,2,1017.04,498
2023-06-12,Imprimante,2,825.82,351
2023-09-19,Souris,4,766.11,66
2023-01-26,Imprimante,1,659.71,81
2023-08-14,Écran,4,379.69,114
2023-08-04,Imprimante,1,179.3,280
2023-08-26,Smartphone,2,524.3,57
2023-09-10,Ordinateur,3,1185.4,454
2023-04-17,Casque,3,578.71,156
2023-10-31,Smartphone,4,771.39,176
2023-12-30,Imprimante,1,338.2,232
2023-09-21,Écran,3,715.15,49
2023-03-24,Imprimante,2,774.21,371
2023-12-18,Smartphone,3,1250.13,291
2023-06-08,Imprimante,2,181.87,335
2023-05-11,Souris,4,1329.12,333
2023-07-28,Écran,3,268.3,89
2023-01-12,Casque,1,91.56,378
2023-07-24,Écran,1,363.82,300
2023-12-28,Imprimante,1,506.46,145
2023-04-13,Imprimante,4,604.77,161
2023-10-14,Ordinateur,2,69.68,362
2023-11-23,Smartphone,3,989.37,480
2023-08-10,Imprimante,3,669.52,442
2023-05-22,Smartphone,2,1081.22,72
2023-06-30,Clavier,3,456.48,294
2023-12-12,Souris,2,503.84,59
2023-03-20,Écran,4,309.52,31
2023-07-28,Ordinateur,4,502.99,359
2023-11-08,Casque,3,430.92,328
2023-03-27,Écran,3,1065.05,168
2023-06-06,Souris,1,805.0,95
2023-05-30,Smartphone,2,491.21,71
2023-10-11,Clavier,4,388.08,314
2023-02-27,Souris,3,120.57,341
2023-07-18,Smartphone,2,1086.19,65
2023-10-27,Ordinateur,2,1402.87,493
2023-02-12,Casque,2,634.38,52
2023-11-14,Imprimante,4,1096.97,225
2023-07-09,Souris,4,188.5,377
2023-06-20,Écran,3,801.49,371
2023-01-17,Souris,3,1201.12,328
2023-09-04,Smartphone,4,11.79,156
2023-02-01,Écran,4,720.83,90
2023-06-11,Souris,3,367.14,129
2023-07-05,Écran,2,933.33,216
2023-03-23,Ordinateur,3,1216.28,282
2023-02-24,Smartphone,4,818.02,354
2023-01-03,Imprimante,4,1276.07,398
2023-12-14,Souris,1,124.47,416
2023-03-17,Ordinateur,2,370.88,431
2023-12-21,Clavier,1,972.18,156
2023-03-14,Ordinateur,3,1490.58,291
2023-08-05,Souris,3,1193.96,102
2023-11-02,Écran,2,1151.82,378
2023-06-24,Ordinateur,1,753.37,51
2023-10-04,Imprimante,2,723.1,383
2023-07-18,Clavier,3,1216.34,17
2023-06-13,Clavier,4,651.58,482
2023-08-24,Imprimante,2,609.61,462
2023-09-09,Souris,3,393.18,421
2023-01-08,Ordinateur,4,1134.74,75
2023-08-05,Écran,2,814.99,83
2023-09-09,Clavier,1,1035.74,338
2023-10-25,Casque,2,933.11,64
2023-01-30,Souris,4,865.34,276
2023-10-04,Smartphone,3,754.11,331
2023-09-21,Clavier,4,547.69,114
2023-04-22,Smartphone,4,791.07,346
2023-08-20,Clavier,2,1440.51,114
2023-02-19,Casque,3,1311.19,340
2023-10-25,Smartphone,2,260.53,496
2023-05-21,Écran,1,1095.48,338
2023-08-14,Écran,4,1323.39,373
2023-12-20,Souris,3,852.74,482
2023-11-09,Smartphone,3,1206.53,286
2023-05-28,Imprimante,2,91.89,488
2023-02-02,Ordinateur,2,33.88,75
2023-10-11,Imprimante,4,1144.4,385
2023-03-29,Ordinateur,4,1494.04,35
2023-04-09,Souris,3,1089.61,107
2023-11-30,Écran,1,770.0,165
2023-05-04,Smartphone,4,1113.75,305
2023-01-17,Souris,4,892.83,360
2023-01-20,Casque,1,112.79,296
2023-10-11,Écran,2,1093.63,92
2023-01-04,Imprimante,4,766.7,301
2023-08-04,Imprimante,1,141.41,410
2023-06-02,Ordinateur,3,97.3,265
2023-05-09,Clavier,3,1302.13,78
2023-05-23,Écran,2,284.28,225
2023-08-12,Souris,2,1424.26,119
2023-01-31,Imprimante,3,1103.5,318
2023-09-28,Écran,4,1100.32,198
2023-06-27,Écran,1,984.2,443
2023-02-18,Smartphone,3,35.81,117
2023-12-30,Souris,2,712.78,290
2023-07-04,Casque,2,1430.36,467
2023-12-02,Souris,3,1299.29,95
2023-03-16,Casque,4,1189.52,295
2023-03-24,Clavier,3,812.63,470
2023-11-21,Casque,1,136.68,371
2023-09-27,Smartphone,2,1343.33,73
2023-02-04,Écran,3,241.61,158
2023-05-03,Ordinateur,2,513.59,63
2023-01-28,Clavier,3,123.57,195
2023-02-15,Souris,2,1474.76,67
2023-06-30,Ordinateur,4,1343.74,349
2023-04-17,Smartphone,4,1452.4,385
2023-07-19,Écran,1,676.17,489
2023-05-01,Smartphone,4,1252.1,322
2023-07-05,Écran,2,270.2,450
2023-10-25,Clavier,3,618.98,483
2023-08-12,Smartphone,4,364.85,270
2023-11-01,Souris,1,269.27,18
2023-01-17,Imprimante,4,1192.72,319
2023-10-25,Souris,1,1301.01,446
2023-12-27,Souris,3,1215.26,90
2023-09-17,Clavier,3,32.44,318
2023-08-24,Écran,3,1446.55,463
2023-04-27,Casque,2,650.66,445
2023-05-26,Écran,4,1481.48,272
2023-04-26,Casque,1,361.93,121
2023-01-05,Imprimante,2,198.05,375
2023-05-19,Imprimante,2,770.92,139
2023-07-13,Ordinateur,3,1246.24,440
2023-08-27,Souris,2,1214.8,329
2023-08-24,Ordinateur,3,284.27,250
2023-04-15,Souris,4,1088.52,180
2023-08-27,Smartphone,4,1028.15,212
2023-04-06,Smartphone,3,936.27,223
2023-08-25,Clavier,4,292.98,354
2023-12-21,Souris,2,159.3,399
2023-09-08,Casque,3,163.51,174
2023-11-02,Souris,2,172.71,486
2023-04-19,Casque,2,797.74,180
2023-01-16,Souris,2,1192.46,268
2023-04-04,Casque,4,1072.98,452
2023-01-02,Imprimante,1,515.27,241
2023-10-25,Smartphone,3,1028.84,281
2023-08-21,Imprimante,1,1128.67,50
2023-11-04,Imprimante,2,953.95,95
2023-12-04,Casque,3,703.57,78
2023-01-29,Smartphone,1,255.89,320
2023-05-24,Clavier,3,748.99,325
2023-08-29,Ordinateur,4,713.59,439
2023-01-20,Casque,3,1366.91,480
2023-12-02,Smartphone,3,676.14,347
2023-04-12,Ordinateur,1,1485.0,356
2023-02-11,Smartphone,1,1361.75,393
2023-03-06,Smartphone,4,896.95,298
2023-11-02,Imprimante,2,504.62,394
2023-09-28,Imprimante,3,635.7,140
2023-12-21,Ordinateur,2,1470.16,431
2023-04-10,Souris,2,907.07,56
2023-09-22,Casque,4,554.48,428
2023-10-28,Ordinateur,3,969.63,17
2023-01-14,Écran,1,771.82,307
2023-08-14,Souris,1,1073.31,361
2023-07-25,Clavier,2,931.85,13
2023-03-25,Casque,4,612.52,79
2023-01-31,Ordinateur,2,1138.7,486
2023-04-03,Smartphone,2,448.59,279
2023-03-21,Souris,1,1486.07,425
2023-07-03,Casque,2,1395.1,203
2023-12-14,Casque,2,705.77,457
2023-10-31,Smartphone,1,280.72,31
2023-09-16,Casque,1,929.86,172
2023-05-08,Ordinateur,4,577.67,312
2023-04-25,Écran,3,190.12,302
2023-07-02,Écran,4,425.43,486
2023-08-02,Souris,1,1243.84,77
2023-08-25,Casque,1,746.12,214
2023-06-11,Écran,3,36.94,112
2023-07-20,Smartphone,4,238.03,247
2023-06-04,Smartphone,2,217.92,470
2023-11-11,Smartphone,2,168.5,420
2023-09-13,Imprimante,4,442.37,148
2023-09-23,Smartphone,2,1428.94,356
2023-02-25,Imprimante,3,218.66,328
2023-07-09,Casque,1,893.07,444
2023-06-03,Écran,1,1464.25,11
2023-04-24,Souris,2,634.19,158
2023-02-22,Ordinateur,3,521.26,5
2023-05-07,Souris,2,810.71,57
2023-10-13,Ordinateur,2,833.75,62
2023-01-27,Casque,1,1042.41,251
2023-10-04,Imprimante,2,1008.38,325
2023-08-28,Écran,1,245.16,172
2023-04-24,Clavier,4,771.23,5
2023-07-16,Casque,4,960.59,342
2023-07-24,Imprimante,3,605.29,358
2023-09-21,Casque,1,709.94,456
2023-12-15,Smartphone,1,598.48,112
2023-05-13,Imprimante,1,1302.23,87
2023-03-09,Souris,2,556.39,497
2023-10-15,Ordinateur,1,154.0,98
2023-04-09,Écran,1,1338.86,306
2023-10-11,Ordinateur,3,1106.05,136
2023-07-28,Ordinateur,3,1124.93,270
2023-11-25,Clavier,3,1172.24,135
2023-05-13,Écran,4,517.23,476
2023-12-12,Clavier,3,150.91,95
2023-12-01,Smartphone,4,178.8,105
2023-02-28,Clavier,1,224.12,417
2023-12-27,Écran,2,580.32,58
2023-08-29,Ordinateur,2,1483.68,321
2023-08-21,Casque,2,750.37,94
2023-03-14,Clavier,2,627.38,267
2023-02-06,Casque,2,123.74,491
2023-06-08,Casque,1,224.09,302
2023-03-07,Clavier,1,637.79,458
2023-12-04,Souris,4,284.08,448
2023-05-02,Imprimante,1,62.63,169
2023-08-04,Imprimante,3,1419.51,253
2023-03-01,Casque,4,1270.88,321
2023-03-05,Smartphone,1,554.26,219
2023-12-07,Smartphone,2,1102.28,123
2023-02-09,Casque,1,1127.09,412
2023-01-06,Imprimante,1,763.07,284
2023-01-19,Ordinateur,1,176.29,360
2023-04-06,Souris,2,463.21,326
2023-07-01,Ordinateur,4,249.67,274
2023-08-14,Imprimante,4,1021.83,107
2023-08-02,Ordinateur,2,1400.09,37
2023-12-19,Smartphone,2,985.07,392
2023-10-22,Souris,4,1357.63,237
2023-07-08,Souris,2,382.24,460
2023-04-20,Clavier,2,1047.44,167
2023-02-23,Ordinateur,2,1348.01,73
2023-01-13,Casque,2,1326.18,214
2023-04-01,Souris,3,911.35,392
2023-12-27,Imprimante,4,1398.73,44
2023-12-09,Souris,1,1495.47,155
2023-05-25,Imprimante,4,666.75,72
2023-11-26,Souris,1,978.02,219
2023-05-24,Clavier,2,1062.97,256
2023-05-20,Casque,3,409.81,494
2023-12-30,Casque,2,1249.23,217
2023-05-22,Clavier,1,58.12,423
2023-10-23,Clavier,2,1141.35,331
2023-01-06,Écran,1,837.9,208
2023-02-18,Clavier,1,1219.77,301
2023-10-31,Souris,2,452.5,493
2023-04-24,Ordinateur,4,200.2,90
2023-05-01,Casque,4,125.45,105
2023-10-01,Ordinateur,2,363.56,287
2023-07-25,Clavier,1,474.77,423
2023-09-12,Ordinateur,2,277.44,320
2023-04-07,Imprimante,1,11.62,439
2023-08-12,Clavier,1,1444.32,369
2023-03-27,Casque,3,1489.01,399
2023-11-01,Ordinateur,2,1085.75,420
2023-12-06,Smartphone,3,227.13,227
2023-07-13,Écran,3,1398.24,39
2023-04-26,Écran,4,1203.52,102
2023-02-22,Casque,4,817.45,98
2023-04-12,Clavier,2,1261.33,188
2023-11-15,Ordinateur,1,550.69,482
2023-07-15,Casque,3,1165.69,383
